0,A,0,119,150,24,53
0,A,1,47,280,52,78
0,A,2,655,607,67,112
0,A,5,860,410,62,60
0,A,6,295,315,35,86
0,A,7,792,231,46,83
0,A,8,890,261,33,72
0,B,0,174,379,59,81
0,B,1,267,298,41,82
0,B,2,398,174,35,64
0,B,3,475,308,45,89
0,B,4,724,339,41,83
0,B,5,738,210,39,67
0,B,6,836,466,54,110
0,B,7,1197,411,41,105
0,B,8,926,278,47,83
0,B,9,839,252,42,78
0,J,0,549,218,40,77
0,Ball,0,144,364,28,38
1,A,0,119,145,26,61
1,A,1,51,276,51,81
1,A,2,660,606,66,113
1,A,5,860,408,66,61
1,A,6,298,314,34,85
1,A,7,790,225,47,83
1,A,8,892,258,33,75
1,B,0,177,377,60,80
1,B,1,270,293,40,90
1,B,2,397,171,41,68
1,B,3,477,308,46,88
1,B,4,725,337,41,83
1,B,5,743,210,39,67
1,B,6,844,465,41,103
1,B,7,1198,409,49,104
1,B,8,931,272,41,83
1,B,9,845,252,42,79
1,J,0,548,219,41,73
1,Ball,0,136,368,27,36
2,A,0,124,146,27,60
2,A,1,55,276,51,80
2,A,2,665,604,65,113
2,A,5,859,408,66,61
2,A,6,305,312,35,90
2,A,7,795,225,46,82
2,A,8,897,259,33,75
2,B,0,179,375,61,79
2,B,1,276,293,40,89
2,B,2,402,171,40,68
2,B,3,474,310,46,88
2,B,4,727,338,41,82
2,B,5,747,211,39,66
2,B,6,845,461,44,103
2,B,7,1203,410,48,104
2,B,8,937,273,41,83
2,B,9,851,252,41,79
2,J,0,553,219,42,73
2,Ball,0,128,372,26,33
3,A,0,130,147,27,60
3,A,1,57,276,53,80
3,A,2,665,603,65,114
3,A,5,868,409,66,61
3,A,6,305,309,36,90
3,A,7,799,225,39,82
3,A,8,897,258,33,75
3,B,0,182,374,63,79
3,B,1,282,293,40,88
3,B,2,407,172,40,67
3,B,3,470,306,47,87
3,B,4,730,340,40,82
3,B,5,752,211,39,66
3,B,6,848,461,44,103
3,B,7,1209,410,47,104
3,B,8,943,273,41,83
3,B,9,857,252,41,80
3,J,0,558,219,43,73
3,Ball,0,121,375,24,31
4,A,0,135,148,28,59
4,A,1,63,275,52,79
4,A,2,669,601,64,115
4,A,5,871,409,66,61
4,A,6,316,311,36,90
4,A,7,804,225,34,81
4,A,8,902,260,33,75
4,B,0,184,372,64,78
4,B,1,289,293,41,87
4,B,2,412,172,39,67
4,B,3,468,306,47,87
4,B,4,731,341,40,81
4,B,5,756,212,39,66
4,B,6,850,462,45,103
4,B,7,1214,411,47,105
4,B,8,949,274,41,82
4,B,9,863,252,41,80
4,J,0,563,220,44,74
4,Ball,0,113,379,23,28
5,A,0,140,149,28,58
5,A,1,71,275,49,78
5,A,2,672,600,65,115
5,A,5,878,407,66,61
5,A,6,323,313,37,89
5,A,7,809,225,36,81
5,A,8,906,260,33,75
5,B,0,187,370,65,77
5,B,1,295,293,41,86
5,B,2,417,172,39,67
5,B,3,468,309,48,86
5,B,4,739,339,40,81
5,B,5,761,212,40,65
5,B,6,856,461,45,103
5,B,7,1219,411,46,105
5,B,8,955,275,41,82
5,B,9,869,252,40,81
5,J,0,568,220,45,74
5,Ball,0,105,383,22,26
6,A,0,141,150,35,59
6,A,1,77,275,44,77
6,A,2,674,599,66,116
6,A,5,879,407,66,61
6,A,6,327,309,38,89
6,A,7,808,225,37,80
6,A,8,910,260,33,75
6,B,0,185,370,70,74
6,B,1,301,293,41,85
6,B,2,422,172,38,66
6,B,3,472,311,48,86
6,B,4,742,338,40,80
6,B,5,765,213,40,65
6,B,6,858,456,46,103
6,B,7,1225,412,45,105
6,B,8,961,275,41,82
6,B,9,875,252,40,81
6,J,0,572,220,47,74
6,Ball,0,96,383,33,30
7,A,0,152,151,35,59
7,A,1,88,275,42,77
7,A,2,679,597,65,117
7,A,5,886,405,66,61
7,A,6,339,313,39,89
7,A,7,815,225,39,79
7,A,8,924,262,32,74
7,B,0,192,368,69,75
7,B,1,307,293,41,84
7,B,2,427,173,37,66
7,B,3,473,312,49,85
7,B,4,747,337,40,80
7,B,5,770,213,40,65
7,B,6,864,458,46,103
7,B,7,1230,412,44,105
7,B,8,967,276,41,82
7,B,9,880,252,40,82
7,J,0,577,220,48,74
7,Ball,0,97,383,32,31
8,A,0,164,152,35,59
8,A,1,98,274,48,76
8,A,2,686,596,61,117
8,A,5,897,406,66,62
8,A,6,351,311,39,89
8,A,7,820,225,40,79
8,A,8,930,262,32,74
8,B,0,200,367,67,76
8,B,1,313,295,48,83
8,B,2,432,173,37,65
8,B,3,479,315,49,84
8,B,4,757,341,39,80
8,B,5,774,214,40,64
8,B,6,876,460,47,103
8,B,7,1234,415,40,103
8,B,8,972,277,41,81
8,B,9,886,252,40,82
8,J,0,582,221,49,75
8,Ball,0,97,383,31,31
9,A,0,175,152,34,58
9,A,1,103,274,46,75
9,A,2,690,594,61,118
9,A,3,0,363,42,95
9,A,5,900,405,66,62
9,A,6,356,311,40,89
9,A,7,824,225,40,78
9,A,8,929,263,32,74
9,B,0,207,365,66,78
9,B,1,324,296,47,82
9,B,2,437,173,36,65
9,B,3,484,314,51,84
9,B,4,762,340,39,79
9,B,5,779,214,40,64
9,B,6,881,459,47,103
9,B,7,1242,415,35,100
9,B,8,978,277,41,81
9,B,9,892,252,39,83
9,J,0,587,221,50,75
9,Ball,0,98,383,31,32
10,A,0,186,153,34,58
10,A,1,118,274,42,74
10,A,2,697,593,64,119
10,A,3,5,360,44,90
10,A,5,910,407,65,62
10,A,6,370,314,41,88
10,A,7,832,225,37,78
10,A,8,940,264,32,74
10,B,0,215,364,64,79
10,B,1,335,296,47,81
10,B,2,442,177,44,62
10,B,3,488,312,50,83
10,B,4,771,341,39,79
10,B,5,793,215,36,70
10,B,6,885,458,48,103
10,B,7,1249,415,30,97
10,B,8,984,278,41,81
10,B,9,898,252,39,83
10,J,0,592,221,51,75
10,Ball,0,98,383,30,32
11,A,0,196,150,39,63
11,A,1,133,274,37,74
11,A,2,708,592,57,119
11,A,3,14,357,51,93
11,A,5,923,407,65,62
11,A,6,384,312,41,88
11,A,7,837,225,40,77
11,A,8,946,264,32,74
11,B,0,222,362,63,80
11,B,1,346,297,46,80
11,B,2,451,178,43,63
11,B,3,493,311,51,83
11,B,4,780,342,39,78
11,B,5,800,216,36,70
11,B,6,890,458,48,103
11,B,8,990,279,41,81
11,B,9,904,252,39,84
11,J,0,605,213,45,79
11,Ball,0,99,383,29,33
12,A,0,208,152,38,61
12,A,1,139,273,37,73
12,A,2,712,590,57,120
12,A,3,25,356,50,91
12,A,5,928,406,65,62
12,A,6,390,313,42,88
12,A,7,839,224,41,80
12,A,8,951,265,32,74
12,B,0,220,356,71,84
12,B,1,356,298,45,79
12,B,2,460,178,42,63
12,B,3,495,311,51,82
12,B,4,786,340,38,78
12,B,5,807,216,35,70
12,B,6,894,457,49,103
12,B,8,996,279,41,80
12,B,9,910,252,38,84
12,J,0,613,214,44,79
12,Ball,0,100,383,31,31
13,A,0,219,153,36,60
13,A,1,150,274,40,71
13,A,2,719,589,54,121
13,A,3,36,356,49,89
13,A,5,939,408,65,62
13,A,6,403,313,41,92
13,A,7,846,225,39,80
13,A,8,959,265,38,75
13,B,0,227,356,70,84
13,B,1,367,298,45,78
13,B,2,469,179,41,64
13,B,3,504,309,49,93
13,B,4,796,343,38,77
13,B,5,814,217,35,70
13,B,6,901,452,46,102
13,B,8,1002,280,41,80
13,B,9,916,252,38,85
13,J,0,621,214,43,78
13,Ball,0,103,383,30,30
14,A,0,231,155,35,58
14,A,1,162,269,45,77
14,A,2,725,587,52,121
14,A,3,54,355,48,87
14,A,5,950,406,57,63
14,A,6,413,313,41,91
14,A,7,858,226,33,79
14,A,8,966,266,36,75
14,B,0,233,356,70,83
14,B,1,378,299,44,77
14,B,2,478,179,41,65
14,B,3,509,312,49,84
14,B,4,801,343,38,77
14,B,5,822,217,35,69
14,B,6,907,452,47,102
14,B,8,1007,279,45,77
14,B,9,933,260,39,75
14,J,0,629,215,42,78
14,Ball,0,106,383,28,28
15,A,0,242,156,33,56
15,A,1,170,269,43,77
15,A,2,730,586,51,122
15,A,3,58,355,48,85
15,A,5,952,403,65,62
15,A,6,423,314,40,90
15,A,7,861,226,36,79
15,A,8,973,267,35,74
15,B,0,240,356,69,83
15,B,1,382,299,44,77
15,B,2,487,180,40,66
15,B,3,514,312,48,84
15,B,4,800,342,48,79
15,B,5,829,218,35,69
15,B,6,912,452,47,101
15,B,8,1011,280,45,76
15,B,9,937,260,39,75
15,J,0,637,215,41,78
15,Ball,0,110,383,27,27
16,A,0,253,158,36,55
16,A,1,178,268,49,76
16,A,2,741,589,46,117
16,A,3,75,354,41,82
16,A,5,960,405,65,62
16,A,6,433,314,40,89
16,A,7,868,227,35,78
16,A,8,981,267,33,74
16,B,0,247,355,68,82
16,B,1,390,299,44,76
16,B,2,496,180,39,66
16,B,3,518,312,47,84
16,B,4,805,341,49,79
16,B,5,836,218,34,69
16,B,6,918,452,48,101
16,B,8,1015,281,45,76
16,B,9,941,260,40,75
16,J,0,645,216,40,77
16,Ball,0,113,383,25,25
17,A,0,263,159,34,54
17,A,1,191,268,47,76
17,A,2,742,589,46,117
17,A,3,88,354,42,80
17,A,5,967,406,65,62
17,A,6,444,315,40,87
17,A,7,875,228,33,78
17,A,8,988,268,32,73
17,B,0,253,355,68,82
17,B,1,397,299,45,75
17,B,2,505,181,38,67
17,B,3,523,311,46,85
17,B,4,810,341,50,80
17,B,5,843,219,34,69
17,B,6,923,451,49,100
17,B,8,1020,282,45,75
17,B,9,944,260,40,76
17,J,0,653,216,39,77
17,Ball,0,116,383,24,24
18,A,0,273,160,32,53
18,A,1,197,266,43,76
18,A,2,744,588,52,117
18,A,3,91,353,45,78
18,A,5,968,404,65,62
18,A,6,454,315,40,86
18,A,7,878,227,36,75
18,A,8,995,269,30,73
18,B,0,260,355,67,81
18,B,1,405,299,45,74
18,B,2,513,180,32,62
18,B,3,527,311,45,85
18,B,4,816,340,51,80
18,B,5,845,218,36,65
18,B,6,929,451,49,100
18,B,8,1024,283,45,74
18,B,9,948,260,40,76
18,J,0,657,219,38,79
18,Ball,0,116,384,26,28
19,A,0,284,161,31,53
19,A,1,205,267,43,75
19,A,2,745,588,57,118
19,A,3,102,352,44,76
19,A,5,976,406,63,62
19,A,6,464,316,39,85
19,A,7,881,227,35,75
19,A,8,997,269,35,71
19,B,0,267,356,68,77
19,B,1,413,298,45,72
19,B,2,517,181,32,61
19,B,3,532,311,44,85
19,B,4,821,340,52,81
19,B,5,849,220,35,64
19,B,6,934,451,50,99
19,B,8,1028,285,46,74
19,B,9,952,261,41,76
19,J,0,663,219,37,78
19,Ball,0,124,382,26,28
20,A,0,294,162,29,52
20,A,1,209,267,42,75
20,A,2,746,587,63,118
20,A,3,107,347,53,78
20,A,5,982,405,65,62
20,A,6,474,316,39,84
20,A,7,883,228,34,75
20,A,8,1000,269,35,71
20,B,0,269,355,65,77
20,B,1,420,298,46,71
20,B,2,521,182,32,61
20,B,3,536,311,43,85
20,B,4,826,339,53,81
20,B,5,853,222,34,62
20,B,6,939,450,48,100
20,B,8,1032,286,46,73
20,B,9,956,261,41,76
20,J,0,668,220,36,76
20,Ball,0,131,380,25,29
21,A,0,304,163,27,51
21,A,1,216,266,36,74
21,A,2,748,587,65,118
21,A,3,113,346,51,78
21,A,5,982,406,65,62
21,A,6,476,318,42,81
21,A,7,886,228,34,75
21,A,8,1003,269,35,72
21,B,0,270,354,62,77
21,B,1,428,298,46,70
21,B,2,525,183,32,60
21,B,3,541,311,42,85
21,B,4,835,343,46,79
21,B,5,857,223,33,61
21,B,6,940,450,48,100
21,B,8,1037,287,46,72
21,B,9,959,261,41,77
21,J,0,674,220,34,75
21,Ball,0,139,377,25,29
22,A,0,310,156,31,62
22,A,1,224,266,32,74
22,A,2,749,586,68,118
22,A,3,119,345,49,78
22,A,5,987,404,65,63
22,A,6,482,319,42,81
22,A,7,889,228,33,75
22,A,8,1007,270,34,72
22,B,0,272,353,59,77
22,B,1,432,295,44,74
22,B,2,529,184,32,59
22,B,3,545,310,41,86
22,B,4,838,343,45,79
22,B,5,861,225,32,59
22,B,6,942,450,47,99
22,B,8,1041,288,46,72
22,B,9,963,261,42,77
22,J,0,679,220,33,73
22,Ball,0,146,375,25,29
23,A,0,318,166,29,47
23,A,1,226,264,44,74
23,A,2,750,586,68,110
23,A,3,125,343,47,78
23,A,5,989,405,65,63
23,A,6,487,319,42,81
23,A,7,891,229,32,75
23,A,8,1010,270,34,73
23,B,0,274,351,55,77
23,B,1,435,295,44,75
23,B,2,533,185,32,59
23,B,3,550,310,40,86
23,B,4,841,343,43,79
23,B,5,865,227,31,58
23,B,6,943,449,47,99
23,B,8,1045,289,46,71
23,B,9,967,261,42,77
23,J,0,683,224,33,69
23,Ball,0,154,373,25,30
24,A,0,323,166,29,48
24,A,1,228,265,44,73
24,A,2,752,585,66,118
24,A,3,131,342,46,79
24,A,5,989,401,66,63
24,A,6,493,320,41,81
24,A,7,894,229,31,75
24,A,8,1013,270,34,73
24,B,0,275,350,52,77
24,B,1,438,294,44,75
24,B,2,538,186,33,58
24,B,3,554,310,39,86
24,B,4,845,343,42,79
24,B,5,863,222,36,61
24,B,6,944,449,47,99
24,B,8,1042,284,49,75
24,B,9,973,262,40,75
24,J,0,685,223,34,71
24,Ball,0,161,371,24,30
25,A,0,329,165,29,50
25,A,1,230,265,45,71
25,A,2,753,585,66,119
25,A,3,137,341,44,79
25,A,5,996,401,64,63
25,A,6,498,320,41,81
25,A,7,897,232,28,68
25,A,8,1015,271,34,69
25,B,0,277,349,49,77
25,B,1,442,294,45,76
25,B,2,542,187,33,58
25,B,3,551,316,43,77
25,B,4,848,342,41,78
25,B,5,865,223,36,61
25,B,6,946,449,47,99
25,B,8,1044,285,48,74
25,B,9,974,262,39,75
25,J,0,687,223,35,72
25,Ball,0,169,369,24,30
26,A,0,334,165,28,51
26,A,1,231,266,45,70
26,A,2,755,583,61,116
26,A,3,143,340,42,79
26,A,5,998,406,64,63
26,A,6,504,321,41,81
26,A,7,898,232,28,69
26,A,8,1018,271,33,70
26,B,0,275,345,49,79
26,B,1,445,293,45,76
