0,A,1,894,235,46,64
0,A,2,926,306,26,78
0,A,0,1253,326,26,96
0,A,3,702,301,36,89
0,A,4,614,349,39,82
0,A,5,365,270,50,63
0,A,6,265,644,62,75
0,A,7,0,440,34,87
0,Ball,0,792,284,13,11
0,B,0,958,378,45,92
0,B,1,940,257,43,70
0,B,2,896,326,31,95
0,B,3,505,276,36,81
0,B,4,185,258,46,72
0,B,5,108,407,52,102
0,B,6,0,316,29,94
0,J,0,670,342,38,92
1,A,1,893,234,48,64
1,A,2,937,306,28,79
1,A,0,1261,327,18,95
1,A,3,705,301,36,88
1,A,4,618,349,38,82
1,A,5,365,269,50,63
1,A,6,269,644,60,75
1,A,7,0,442,33,84
1,Ball,0,791,278,14,14
1,B,0,962,379,44,92
1,B,1,941,256,41,69
1,B,2,908,327,29,92
1,B,3,510,274,35,81
1,B,4,189,258,46,72
1,B,5,109,408,53,100
1,B,6,1,316,31,94
1,J,0,674,343,38,90
2,A,1,892,233,50,64
2,A,2,947,306,30,80
2,A,0,1269,328,10,94
2,A,3,709,301,37,88
2,A,4,623,349,38,83
2,A,5,365,269,49,63
2,A,6,273,644,58,75
2,A,7,0,445,32,81
2,Ball,0,792,275,14,13
2,B,0,966,379,43,92
2,B,1,942,256,39,68
2,B,2,920,328,28,89
2,B,3,515,273,34,81
2,B,4,193,257,45,72
2,B,5,110,408,54,98
2,B,6,3,315,34,95
2,J,0,677,344,39,89
3,A,1,891,232,52,64
3,A,2,958,306,32,81
3,A,3,712,301,37,87
3,A,4,627,349,37,83
3,A,5,364,268,49,63
3,A,6,277,644,57,75
3,A,7,0,447,30,78
3,Ball,0,793,272,13,13
3,B,0,970,380,42,91
3,B,1,943,255,37,68
3,B,2,932,330,26,86
3,B,3,520,271,34,82
3,B,4,196,257,45,72
3,B,5,112,409,56,96
3,B,6,4,315,36,95
3,J,0,681,345,39,87
4,A,1,890,231,54,64
4,A,2,968,306,34,83
4,A,3,715,301,37,86
4,A,4,631,349,36,83
4,A,5,364,267,48,64
4,A,6,281,644,55,75
4,A,7,0,450,29,75
4,Ball,0,793,269,12,12
4,B,0,974,380,41,91
4,B,1,944,255,35,67
4,B,2,944,331,25,83
4,B,3,525,269,33,82
4,B,4,200,256,44,71
4,B,5,113,410,57,94
4,B,6,5,314,38,95
4,J,0,684,345,39,85
5,A,1,889,230,56,64
5,A,2,979,306,35,84
5,A,3,719,302,38,86
5,A,4,635,349,35,83
5,A,5,364,266,48,64
5,A,6,285,644,53,75
5,A,7,0,452,28,72
5,Ball,0,794,266,12,11
5,B,0,978,381,40,91
5,B,1,945,254,33,66
5,B,2,956,332,23,80
5,B,3,530,268,32,82
5,B,4,204,256,44,71
5,B,5,114,410,58,92
5,B,6,7,314,41,96
5,J,0,688,346,40,84
6,A,1,889,230,54,63
